Rowid,Number_of_axles,Tollplaza_id,Tollplaza_code
5172,2,4640,PCC993FB3
5173,2,4356,PCF1979AE
5174,2,5000,PCFE7F7FE
5175,2,4949,PC86E9EB7
5176,2,4590,PC912F5CB
5177,2,4704,PC47FBB07
5178,2,4998,PCD9C5406
5179,4,4081,PCC825DB2
5180,4,4451,PCF95BF53
5181,2,4782,PC6802C08
5182,2,4854,PCB6F1968
5183,4,4724,PC3DE08BF
5184,2,4815,PC19C02F1
5185,4,4903,PCC3BCE65
5186,2,4774,PCEBE834B
5187,2,4742,PC05B8749
5188,2,4264,PC9DFEBB0
5189,2,4693,PCB4CDDA5
5190,2,4391,PCCFD9AB6
5191,2,4787,PC1BDA119
5192,2,4339,PCDE1D204
5193,2,4622,PCF31BD97
5194,2,4941,PCA6403C1
5195,4,4118,PCC1A733C
5196,2,4433,PC1DEB043
5197,2,4244,PC9F3C86B
5198,2,4557,PC6C80A46
5199,2,4921,PCA70760B
5200,2,4609,PC1551C8E
5201,2,4419,PC99BB7A3
5202,2,4330,PCBD023A3
5203,2,4933,PC419F41D
5204,2,4948,PCBA2D075
5205,2,4628,PC34C1DCB
5206,2,4450,PC0B2B03E
5207,2,4228,PC4F78F1B
5208,2,4701,PCD5F2808
5209,2,4765,PC795A0A3
5210,2,4800,PCA4DF48A
5211,2,4119,PC9EBEDB5
5212,2,4955,PCE36723C
5213,2,4172,PC1A43FB7
5214,2,4145,PC5FBE4B8
5215,2,5010,PC028872C
5216,4,4999,PCE976BA1
5217,4,4170,PC8CA1B15
5218,4,4024,PC91E3A87
5219,2,4696,PC35509AB
5220,2,4921,PCA70760B
5221,2,4727,PC52E71B8
5222,2,4832,PC34ECAB5
5223,4,4685,PC5D33C18
5224,2,4090,PC1EE951B
5225,4,4053,PC5F1CD83
5226,2,4276,PC4E15B39
5227,2,4724,PC3DE08BF
5228,2,4603,PC485BE5B
5229,2,4656,PC63844BC
5230,2,4443,PCC139BD8
5231,4,4369,PCD5CBB82
5232,4,4639,PC879E7AB
5233,2,4628,PC34C1DCB
5234,2,4502,PCB2CC82C
5235,2,4424,PC51E7EF8
5236,2,4380,PC905B5D4
5237,4,4991,PC5B5C16D
5238,2,4771,PC71FE98A
5239,2,4910,PC75BC2DF
5240,2,4510,PC652EEF2
5241,2,4242,PCECC4DE2
5242,2,4696,PC35509AB
5243,2,4149,PC99F9ABD
5244,4,4833,PC71A1452
5245,2,4677,PCA9D6EEE
5246,2,4768,PC7BEFC3B
5247,2,4663,PCA7178EC
5248,2,4704,PC47FBB07
5249,2,4215,PC4C76F48
5250,4,4990,PCFE28E92
5251,4,4184,PC43A5E42
5252,2,4692,PC1CDFCF6
5253,2,4367,PC8D90EF0
5254,4,4117,PCEB6517A
5255,2,4054,PC7E79FA0
5256,2,4879,PCC90A061
5257,2,4513,PC52F533C
5258,2,4652,PC74A3585
5259,2,4473,PC51FDD60
5260,2,4451,PCF95BF53
5261,2,4247,PCEE69498
5262,2,4480,PC9A343F9
5263,2,4783,PC9889263
5264,4,4496,PC3FD65C8
5265,2,4160,PC6DC0ACF
5266,2,4680,PCC422F4D
5267,4,4731,PCFFC2992
5268,2,4525,PCF64B519
5269,4,4144,PCAC7E4C1
5270,2,4918,PC8F8E598
5271,2,4671,PCCAAFB48
5272,2,4601,PCC932802
5273,2,4283,PC953B572
5274,2,4843,PC400DFFE
5275,2,4231,PC016D687
5276,2,4198,PCB0994D1
5277,4,4378,PC074E6A8
5278,2,4322,PC262D624
5279,2,4062,PCDA37101
5280,2,4359,PCB27CFF1
5281,2,4124,PC3338D42
5282,2,4071,PCDBBCB68
5283,2,4640,PCC993FB3
5284,2,4489,PCEFF6088
5285,2,4262,PCCB12F8C
5286,2,4333,PCCCAD2AC
5287,2,4355,PC0EF761B
5288,2,4188,PCDB12C82
5289,2,4984,PCBABF130
5290,2,4054,PC7E79FA0
5291,2,4064,PC0B32B5B
5292,2,4937,PCD30D908
5293,2,4364,PCB33ACE8
5294,2,4928,PC16E79D4
5295,2,4105,PC43919D1
5296,2,4329,PCF9CCB5A
5297,2,4709,PCC8C7059
5298,2,4556,PC18C31F6
5299,2,4127,PCA2D76A5
5300,2,4605,PCEB27C63
5301,2,4216,PC53B475D
5302,2,4379,PC87C8BC4
5303,2,4881,PCDE20E6F
5304,2,4954,PCA276EBB
5305,2,4585,PCF3AE602
5306,2,4339,PCDE1D204
5307,2,4621,PC9FB4E82
5308,2,4444,PC4D84BFC
5309,2,4053,PC5F1CD83
5310,2,4937,PCD30D908
5311,2,4626,PC93E7766
5312,2,4247,PCEE69498
5313,2,4926,PCCBCFEDE
5314,2,4099,PC97F19B1
5315,2,4101,PCCC8F243
5316,4,4854,PCB6F1968
5317,4,4042,PC5D4DE09
5318,4,4242,PCECC4DE2
5319,4,4122,PC8ED616E
5320,2,4624,PCDF73A3C
5321,2,4075,PC2125618
5322,2,4218,PC8DF4919
5323,2,4828,PCF712D1A
5324,2,4456,PC8DFF744
5325,4,4508,PC385C6E7
5326,2,4729,PC5170BF4
5327,2,4148,PCDFBBEBB
5328,2,4877,PC155D90A
5329,4,4053,PC5F1CD83
5330,2,4271,PC28E44E2
5331,2,4415,PC5E202FC
5332,4,4217,PC6E8D0F9
5333,4,4420,PCFDB2950
5334,2,4978,PCF0B5E85
5335,4,4964,PC52C0F45
5336,2,4497,PC76FDDEA
5337,2,4002,PCED7D2DE
5338,4,4039,PC73BE1E2
5339,2,4518,PCC7B407A
5340,2,4151,PC0AB2B55
5341,2,4450,PC0B2B03E
5342,4,4273,PC0EF5BA6
5343,2,4777,PCB1132AC
5344,4,4269,PCC7106FF
5345,2,4772,PC7368097
5346,2,4092,PC40C2E00
5347,2,4283,PC953B572
5348,2,4711,PC340B4DE
5349,2,4776,PC6906524
5350,2,4835,PC4645718
5351,2,4952,PC64CF233
5352,2,4065,PC3B514E2
5353,2,4324,PC9C3D708
5354,2,4960,PC6A1BCA4
5355,2,4422,PCF514246
5356,2,4409,PC44E2F09
5357,2,4960,PC6A1BCA4
5358,2,4920,PC42A3AB0
5359,2,4039,PC73BE1E2
5360,2,4788,PC00AE965
5361,2,4687,PC52E7369
5362,2,4195,PC308070B
5363,2,4311,PC7F02ED3
5364,2,4990,PCFE28E92
5365,2,4476,PC439FA2D
5366,2,4917,PCD8C66B1
5367,2,4255,PCB7E7138
5368,2,4579,PC926F0A9
5369,2,4423,PCF9F4940
5370,2,4844,PCC48E3A8
5371,4,4834,PCB228987
5372,2,4474,PCFEAE55E
5373,2,4957,PC8DFFE65
5374,4,4664,PC52D063A
5375,2,4053,PC5F1CD83
5376,2,4372,PC1E0F3B6
5377,2,4298,PC3E474F6
5378,2,4408,PC3B3BE8F
5379,2,4054,PC7E79FA0
5380,4,4564,PC29D136F
5381,4,4805,PC1A161AA
5382,4,4151,PC0AB2B55
5383,2,4060,PC481C9F9
5384,2,4456,PC8DFF744
5385,2,4459,PCD9CAD56
5386,2,4809,PCAD363FC
5387,2,4117,PCEB6517A
5388,4,4060,PC481C9F9
5389,2,4650,PC544AE70
5390,2,4127,PCA2D76A5
5391,2,4812,PC22D9C6D
5392,4,4941,PCA6403C1
5393,4,4784,PCDB42B34
5394,2,4906,PC3D58C5E
5395,2,4354,PC0671DD4
5396,2,4744,PC78EF0B5
5397,2,4617,PC7758F89
5398,4,4852,PC68969FB
5399,4,4140,PC5D4821F
5400,2,4079,PCF1366ED
5401,4,4239,PCA185B1A
5402,2,4202,PC65AA714
5403,4,4479,PCCA36E4D
5404,2,5001,PC264C595
5405,4,4911,PCBEF8EE1
5406,2,4004,PCB278A8B
5407,4,4898,PC0AE9E1B
5408,2,4872,PC5B45CE7
5409,2,4741,PC85A4D4B
5410,2,4744,PC78EF0B5
5411,2,4003,PC83F544D
5412,2,4598,PC5526A36
5413,4,4774,PCEBE834B
5414,2,4179,PC5738A82
5415,2,4093,PC951FE7E
5416,2,4872,PC5B45CE7
5417,4,4804,PC68484C6
5418,2,4233,PC57279D0
5419,2,4753,PC6AA246E
5420,2,4861,PC670F1AC
5421,4,4860,PCF4A2DA9
5422,2,4400,PC3BD7D63
5423,2,4205,PC85DD257
5424,4,4079,PCF1366ED
5425,4,4995,PCBE6ABE5
5426,2,4433,PC1DEB043
5427,2,4611,PC2EBEAB9
5428,2,4612,PC871C1FC
5429,2,4825,PC8B8C482
5430,2,4688,PCCB4C86D
5431,2,4928,PC16E79D4
5432,4,4711,PC340B4DE
5433,4,4275,PC1DA31F7
5434,2,4452,PC8C7C5D7
5435,2,4868,PC647292C
5436,2,4949,PC86E9EB7
5437,2,4225,PCC1ED0C5
5438,2,4780,PC0A717C4
5439,2,4788,PC00AE965
5440,2,4047,PC6D105CF
5441,2,4121,PCEC57A8E
5442,4,4703,PC395ADCB
5443,2,4124,PC3338D42
5444,2,4613,PCEBBFFB5
5445,2,4537,PC10C700F
5446,2,4908,PC3D16FC5
5447,2,4993,PC0F0AB4E
5448,4,4024,PC91E3A87
5449,2,4062,PCDA37101
5450,2,4497,PC76FDDEA
5451,2,4722,PC035B71E
5452,2,4245,PC6594AD4
5453,2,4713,PCD4A1214
5454,2,4894,PCDADB8C6
5455,2,4013,PCE5BA2CE
5456,2,4588,PC3172195
5457,2,4769,PC10C50DC
5458,4,4309,PC5E92F61
5459,2,4711,PC340B4DE
5460,2,4469,PC120EEFD
5461,2,4219,PC40E6113
5462,4,4606,PC0C535B6
5463,2,4044,PC3546931
5464,2,4650,PC544AE70
5465,2,4659,PC5549650
5466,4,4885,PC5083F35
5467,2,4268,PC6CC51DA
5468,2,4181,PC4457F74
5469,4,4184,PC43A5E42
5470,2,4558,PC575F591
5471,4,4946,PCCF18BAF
5472,2,4534,PCAD9E1F9
5473,2,4694,PCBCF42C2
5474,2,4510,PC652EEF2
5475,2,4352,PC99B9343
5476,2,4309,PC5E92F61
5477,4,4134,PC767BBB2
5478,2,4972,PCC51AD39
5479,4,4063,PC7667A3E
5480,2,4433,PC1DEB043
5481,2,4575,PC84D9FC1
5482,4,4863,PCA8F9E50
5483,2,4614,PC08910B7
5484,2,4261,PC84FFC9D
5485,2,4992,PCFF0FEB0
5486,2,4970,PCA154C84
5487,2,4711,PC340B4DE
5488,2,4124,PC3338D42
5489,2,4006,PCD8D05D7
5490,4,4836,PCE78024A
5491,2,4472,PC303DD56
5492,2,4677,PCA9D6EEE
5493,2,4101,PCCC8F243
5494,4,4587,PC576A3BA
5495,2,4255,PCB7E7138
5496,2,4959,PC4A7B00C
5497,4,4253,PC82A16E6
5498,2,4933,PC419F41D
5499,4,4292,PCF733A7C
5500,2,4939,PCF263A5E
5501,2,4314,PC7E9E8F3
5502,2,4964,PC52C0F45
5503,4,4442,PC05C2F86
5504,2,4460,PCDF04952
5505,2,4810,PC2CA4087
5506,2,4094,PC53A52CB
5507,2,4228,PC4F78F1B
5508,2,4382,PCB7341F4
5509,2,4989,PC7D7AE48
5510,2,4657,PCC591410
5511,4,4209,PC494D54E
5512,2,4367,PC8D90EF0
5513,4,4189,PC7655FC1
5514,2,4802,PCBDD55F1
5515,2,4608,PCACD1BEE
5516,2,4932,PC46C4A27
5517,2,4074,PCCAFD014
5518,4,4657,PCC591410
5519,2,4922,PC785D63F
5520,2,4057,PC4B0DCD2
5521,2,4512,PC4B1BAF3
5522,4,4302,PCBA83119
5523,2,4861,PC670F1AC
5524,4,4601,PCC932802
5525,4,4531,PC857F4A0
5526,4,4774,PCEBE834B
5527,2,4918,PC8F8E598
5528,2,4950,PC4F71E72
5529,2,4641,PCAA9F518
5530,4,4726,PCF6540C0
5531,4,4501,PC5D41947
5532,4,4573,PC4D8469D
5533,2,4747,PC5E524A1
5534,4,4186,PC922BA3E
5535,4,4596,PC6558A56
5536,2,4973,PC9C7C18E
5537,4,4253,PC82A16E6
5538,2,4371,PC7E22FD8
5539,2,4997,PC8111910
5540,4,4260,PC1A4796C
5541,2,4079,PCF1366ED
5542,2,4726,PCF6540C0
5543,2,4001,PC58105BF
5544,2,4276,PC4E15B39
5545,2,4631,PCFFF6463
5546,2,4527,PC59A0CB2
5547,2,4596,PC6558A56
5548,2,4987,PCF4A9637
5549,2,4681,PCBEB4D23
5550,2,4575,PC84D9FC1
5551,2,4385,PC148C815
5552,2,4825,PC8B8C482
5553,2,4595,PC64281F6
5554,2,4306,PC5D6563A
5555,2,4147,PC4D2C5A7
5556,4,4253,PC82A16E6
5557,2,4770,PC9082A17
5558,2,4474,PCFEAE55E
5559,2,4982,PC384779E
5560,4,4833,PC71A1452
5561,2,4531,PC857F4A0
5562,2,4628,PC34C1DCB
5563,2,4891,PC57036DA
5564,2,4938,PC6C57ED3
5565,2,4059,PC06E8A1C
5566,4,4300,PC666483B
5567,2,4295,PCD483999
5568,2,4037,PC0A50259
5569,4,4429,PC65E7991
5570,4,4102,PC8C9B099
5571,2,4949,PC86E9EB7
5572,2,4903,PCC3BCE65
5573,4,4701,PCD5F2808
5574,2,4199,PC7CCC47B
5575,2,4948,PCBA2D075
5576,2,4016,PCCD7399B
5577,4,4211,PC0AB9251
5578,2,4535,PC1BC7FA5
5579,2,4293,PC2A27502
5580,2,4136,PCA579A65
5581,2,4732,PCD83DE25
5582,2,4787,PC1BDA119
5583,2,4775,PCA50FB36
5584,2,4539,PC684859B
5585,4,4818,PCF243BF3
5586,2,4662,PCB2463CF
5587,4,4555,PC06A0237
5588,4,4917,PCD8C66B1
5589,2,4223,PCA37D114
5590,2,4368,PC909A324
5591,2,4176,PC11E9595
5592,4,4062,PCDA37101
5593,2,4784,PCDB42B34
5594,2,4852,PC68969FB
5595,2,4824,PCFEADFE6
5596,2,4437,PCBE6CB59
5597,2,4633,PC974552B
5598,2,4825,PC8B8C482
5599,2,4646,PC3F8C42B
5600,2,4381,PC9DD9DCD
5601,2,4893,PC3743587
5602,2,4298,PC3E474F6
5603,2,4376,PCA283923
5604,2,4097,PCB1B5BEC
5605,4,4507,PC11DCA73
5606,2,4979,PC6F36B7A
5607,2,4528,PC1269226
5608,2,4098,PC89C0554
5609,2,4382,PCB7341F4
5610,2,4162,PC51A39A7
5611,2,4841,PCE45DE8D
5612,2,4532,PC8DD921E
5613,4,4593,PC3863F6A
5614,2,4039,PC73BE1E2
5615,2,4235,PCFB11406
5616,2,4451,PCF95BF53
5617,4,4736,PC6A65941
5618,4,4806,PC8A8EA51
5619,2,4391,PCCFD9AB6
5620,2,4368,PC909A324
5621,4,4120,PC6700C62
5622,4,4181,PC4457F74
5623,2,4923,PC8A7A22A
5624,4,4201,PC0E22DEA
5625,2,4679,PC88494D0
5626,2,4202,PC65AA714
5627,2,4880,PC5A27CDE
5628,2,4373,PC8806694
5629,2,4656,PC63844BC
5630,2,4935,PC327D635
5631,4,4431,PC3A23C14
5632,2,4286,PC12BE494
5633,2,4174,PC041D874
5634,2,4719,PCBD66B01
5635,2,4669,PC36675CE
5636,2,4771,PC71FE98A
5637,2,4221,PC90AAFDA
5638,4,4869,PCF775FA6
5639,4,4941,PCA6403C1
5640,4,4975,PC818101A
5641,2,4127,PCA2D76A5
5642,4,4977,PCB077F18
5643,2,4782,PC6802C08
5644,2,4172,PC1A43FB7
5645,2,4747,PC5E524A1
5646,2,4057,PC4B0DCD2
5647,2,4554,PC23BA77A
5648,2,4534,PCAD9E1F9
5649,2,4581,PCC347465
5650,4,4644,PC411FDC0
5651,2,4646,PC3F8C42B
5652,2,4754,PC99AE725
5653,2,4144,PCAC7E4C1
5654,2,4137,PC4FA703F
5655,2,4361,PC2E0C888
5656,2,4900,PCFE8B604
5657,2,4755,PC628DCED
5658,2,4173,PC0EB640E
5659,2,4775,PCA50FB36
5660,2,4404,PCE03E8B1
5661,2,4884,PC3FB1BB6
5662,2,4786,PCB7F1F8A
5663,2,4086,PC23E470D
5664,2,4206,PCAC34A40
5665,2,4575,PC84D9FC1
5666,2,4481,PC30AAE76
5667,4,4645,PC14FBE4A
5668,2,4417,PC208F9BB
5669,2,4576,PC394C979
5670,2,4718,PC81E83B9
5671,2,4800,PCA4DF48A
5672,2,4710,PCE17C964
5673,2,4344,PC417B8DF
5674,2,4793,PCD8E3CCB
5675,2,4074,PCCAFD014
5676,2,4062,PCDA37101
5677,2,4180,PC250A90D
5678,2,4201,PC0E22DEA
5679,4,4616,PCE6675F9
5680,2,4838,PCEECD973
5681,2,4404,PCE03E8B1
5682,2,4553,PC1D57D7F
5683,4,4018,PCCB2657A
5684,2,4430,PC52EA95D
5685,2,4961,PC92C5115
5686,2,4218,PC8DF4919
5687,2,4821,PC67D349A
5688,2,4686,PCD6E5E77
5689,2,4415,PC5E202FC
5690,2,4463,PCAB21FC5
5691,4,4312,PC8D40B22
5692,2,4189,PC7655FC1
5693,2,4842,PC16F5A24
5694,4,4197,PCE32ED40
5695,4,4962,PCF858E11
5696,2,4166,PCE450C55
5697,2,4552,PC05BD3DF
5698,4,4313,PC6D0FC31
5699,2,4255,PCB7E7138
5700,4,4745,PC6397888
5701,2,4349,PC5AB6779
5702,2,4426,PCC0E943C
5703,2,4141,PC13CB69B
5704,2,4932,PC46C4A27
5705,2,4255,PCB7E7138
5706,2,4327,PC16F59EC
5707,2,4304,PC89FB76E
5708,2,4452,PC8C7C5D7
5709,4,4032,PC578F087
5710,4,4631,PCFFF6463
5711,4,4099,PC97F19B1
5712,2,4199,PC7CCC47B
5713,2,4604,PC0553E32
5714,2,4841,PCE45DE8D
5715,2,4880,PC5A27CDE
5716,4,4082,PCF86214E
5717,2,4437,PCBE6CB59
5718,4,4670,PC2BE6D87
5719,2,4119,PC9EBEDB5
5720,2,4758,PCCE12794
5721,2,4914,PC2F353E1
5722,2,4510,PC652EEF2
5723,2,4276,PC4E15B39
5724,2,4817,PCFF02057
5725,2,4698,PC8BCEB19
5726,2,4568,PCA8A783A
5727,2,4039,PC73BE1E2
5728,2,4212,PC422A6D1
5729,2,4533,PC8DA1D3B
5730,4,4726,PCF6540C0
5731,4,4261,PC84FFC9D
5732,2,4941,PCA6403C1
5733,4,4334,PCCB383F8
5734,4,4142,PC7ACFF7C
5735,2,4716,PCFCB0018
5736,2,4036,PCE6CC50C
5737,2,4097,PCB1B5BEC
5738,2,4598,PC5526A36
5739,2,4335,PC76935F9
5740,4,4918,PC8F8E598
5741,4,4314,PC7E9E8F3
5742,4,4085,PC6150735
5743,2,4562,PC4C95CA2
5744,4,4178,PC8417B09
5745,2,4484,PCEF56843
5746,2,4213,PCDD316EB
5747,2,4828,PCF712D1A
5748,2,4073,PCA3797CA
5749,2,5003,PCAC9371E
5750,2,4285,PCB524A9F
5751,2,4514,PC374C341
5752,4,4179,PC5738A82
5753,2,4812,PC22D9C6D
5754,4,4251,PCB30E45F
5755,2,4191,PCCC28F87
5756,2,4766,PCE36658B
5757,2,4764,PCF6B0D12
5758,2,4538,PCDE5402C
5759,2,4063,PC7667A3E
5760,2,4961,PC92C5115
5761,2,4993,PC0F0AB4E
5762,2,4470,PCB4FF8FA
5763,4,4416,PC546F252
5764,2,4070,PCEECA8B2
5765,2,4844,PCC48E3A8
5766,2,4060,PC481C9F9
5767,2,4215,PC4C76F48
5768,4,4023,PC77793DF
5769,2,4703,PC395ADCB
5770,2,4577,PC8FE0901
5771,4,4388,PC803F0F2
5772,2,4938,PC6C57ED3
5773,2,4132,PC8E2A7E0
5774,2,4239,PCA185B1A
5775,2,4984,PCBABF130
5776,2,4798,PC17F8052
5777,2,4730,PC7DC0964
5778,2,4857,PC59F4E22
5779,2,4735,PC2294422
5780,2,4933,PC419F41D
5781,2,4128,PCC0E7E2A
5782,2,4397,PCB070250
5783,4,4586,PC4A40D50
5784,2,4260,PC1A4796C
5785,2,4092,PC40C2E00
5786,2,4747,PC5E524A1
5787,2,4160,PC6DC0ACF
5788,2,4514,PC374C341
5789,2,4860,PCF4A2DA9
5790,2,4137,PC4FA703F
5791,4,4661,PC1585DF2
5792,2,4918,PC8F8E598
5793,2,4061,PC3A63A79
5794,2,4980,PCBD5C822
5795,2,4371,PC7E22FD8
5796,2,4894,PCDADB8C6
5797,4,4250,PCC695DB0
5798,2,4728,PC07BF95F
5799,2,4715,PCFA0E4C0
5800,2,4551,PCCA5979C
5801,2,4459,PCD9CAD56
5802,2,4499,PC1EEDA04
5803,2,4368,PC909A324
5804,4,4670,PC2BE6D87
5805,4,4360,PC084F676
5806,2,4672,PC03AE86F
5807,2,4160,PC6DC0ACF
5808,4,4987,PCF4A9637
5809,2,4373,PC8806694
5810,4,4082,PCF86214E
5811,2,4846,PCBABD060
5812,2,4790,PC2387B02
5813,4,4198,PCB0994D1
5814,2,4025,PC5ABB8E4
5815,2,4122,PC8ED616E
5816,2,4381,PC9DD9DCD
5817,2,4802,PCBDD55F1
5818,4,4277,PC010D2A9
5819,2,4202,PC65AA714
5820,4,4758,PCCE12794
5821,2,4611,PC2EBEAB9
5822,2,4354,PC0671DD4
5823,2,4372,PC1E0F3B6
5824,2,4993,PC0F0AB4E
5825,2,4840,PC49BFB36
5826,2,4783,PC9889263
5827,2,4726,PCF6540C0
5828,2,4080,PCBE7E15B
5829,2,4414,PC40BD0F3
5830,2,4122,PC8ED616E
5831,2,4868,PC647292C
5832,4,4117,PCEB6517A
5833,2,4753,PC6AA246E
5834,2,4784,PCDB42B34
5835,2,4570,PCAE45EC0
5836,2,4229,PCD0DDD3D
5837,2,4456,PC8DFF744
5838,2,4639,PC879E7AB
5839,2,4882,PC8616CD8
5840,2,4891,PC57036DA
5841,4,4091,PC2E099B4
5842,2,4225,PCC1ED0C5
5843,2,4033,PC783B5FC
5844,2,4903,PCC3BCE65
5845,2,4806,PC8A8EA51
5846,2,4370,PC70B7987
5847,2,4785,PC787D664
5848,2,4291,PCD411AEF
5849,2,4859,PC685B3B1
5850,2,4243,PCC4F7DCE
5851,2,4761,PCB206182
5852,2,4341,PC1E10EC3
5853,2,4928,PC16E79D4
5854,2,4645,PC14FBE4A
5855,2,4267,PCE51C5C7
5856,2,4346,PCA35B156
5857,2,4374,PCC321538
5858,2,5008,PC48D61BB
5859,4,4166,PCE450C55
5860,2,4503,PC69DE15C
5861,2,5003,PCAC9371E
5862,2,4523,PC0005AC7
5863,2,4290,PC84E8CEF
5864,2,4160,PC6DC0ACF
5865,2,4789,PCBE8B2AB
5866,4,4342,PCE7F2748
5867,2,4860,PCF4A2DA9
5868,4,4001,PC58105BF
5869,2,4760,PC161AC8D
5870,2,4975,PC818101A
5871,4,4027,PCE7A4F34
5872,4,4131,PC4C9B108
5873,4,4684,PCA76178F
5874,2,4382,PCB7341F4
5875,4,4771,PC71FE98A
5876,4,4029,PCE319335
5877,2,4770,PC9082A17
5878,4,4781,PC0D83A1E
5879,2,4167,PC8453073
5880,4,4384,PC59A33DE
5881,4,4216,PC53B475D
5882,2,4766,PCE36658B
5883,2,4578,PC90D44D0
5884,2,4924,PCE3427C5
5885,2,4720,PCDD23528
5886,2,4110,PCF891CEB
5887,2,4441,PC472C08E
5888,2,4903,PCC3BCE65
5889,2,4876,PCDFCFF53
5890,2,4313,PC6D0FC31
5891,2,4155,PC9042B3F
5892,4,4932,PC46C4A27
5893,2,4505,PCEF64195
5894,4,4015,PC524833E
5895,2,4128,PCC0E7E2A
5896,2,4514,PC374C341
5897,2,4984,PCBABF130
5898,2,4304,PC89FB76E
5899,2,4075,PC2125618
5900,2,4377,PC4AC8EAD
5901,2,4786,PCB7F1F8A
5902,2,4671,PCCAAFB48
5903,2,4286,PC12BE494
5904,4,4748,PCF2ECD29
5905,2,4665,PCF63C15F
5906,2,4252,PCA32686D
5907,4,4333,PCCCAD2AC
5908,4,4757,PC126524C
5909,4,4587,PC576A3BA
5910,4,4074,PCCAFD014
5911,4,4573,PC4D8469D
5912,4,4886,PC4D892D7
5913,4,4695,PC4A5D62F
5914,2,4988,PC46BE0B2
5915,2,4360,PC084F676
5916,2,4714,PC9B747F8
5917,2,4955,PCE36723C
5918,2,4184,PC43A5E42
5919,2,4406,PC7A54E18
5920,4,4312,PC8D40B22
5921,4,4606,PC0C535B6
5922,2,4695,PC4A5D62F
5923,2,4080,PCBE7E15B
5924,2,4209,PC494D54E
5925,2,4595,PC64281F6
5926,2,4160,PC6DC0ACF
5927,4,4105,PC43919D1
5928,2,4125,PC8AAEF51
5929,2,4527,PC59A0CB2
5930,4,4568,PCA8A783A
5931,4,4593,PC3863F6A
5932,4,4380,PC905B5D4
5933,2,4331,PC47300D9
5934,2,4687,PC52E7369
5935,2,4203,PC5295A46
5936,2,4765,PC795A0A3
5937,2,4391,PCCFD9AB6
5938,2,4110,PCF891CEB
5939,2,4314,PC7E9E8F3
5940,2,4175,PC08EA270
5941,4,4291,PCD411AEF
5942,2,4478,PCB02917E
5943,2,4126,PC74CE451
5944,2,4324,PC9C3D708
5945,4,4941,PCA6403C1
5946,2,4020,PC2265FB3
5947,4,4983,PCC3E4ADA
5948,2,4196,PC4B8A835
5949,2,4734,PCE4C5D8E
5950,2,4449,PCAACD453
5951,2,4280,PC03A5F23
5952,4,4450,PC0B2B03E
5953,2,4201,PC0E22DEA
5954,2,4982,PC384779E
5955,2,4747,PC5E524A1
5956,2,4369,PCD5CBB82
5957,2,4730,PC7DC0964
5958,4,4263,PCD6DBA1D
5959,2,4088,PC14008D5
5960,2,4197,PCE32ED40
5961,4,4326,PC356AE8F
5962,4,4368,PC909A324
5963,4,4881,PCDE20E6F
5964,2,4013,PCE5BA2CE
5965,2,4732,PCD83DE25
5966,4,4055,PCA06B2F1
5967,2,4440,PCBE1B45D
5968,2,4088,PC14008D5
5969,2,4333,PCCCAD2AC
5970,2,4228,PC4F78F1B
5971,2,4969,PCBBB9730
5972,2,4858,PC94DC1E6
5973,2,4894,PCDADB8C6
5974,2,4580,PC48664B7
5975,2,4077,PCF40C389
5976,2,4788,PC00AE965
5977,2,4228,PC4F78F1B
5978,2,4021,PC851E565
5979,2,4021,PC851E565
5980,2,4171,PC36C9AE8
5981,2,4976,PC5149039
5982,2,4163,PC95B4E03
5983,2,4388,PC803F0F2
5984,2,4754,PC99AE725
5985,2,4174,PC041D874
5986,2,4799,PCC3A370A
5987,2,4107,PC7607A5D
5988,2,4238,PCE0A2A2F
5989,2,4541,PCC6A4CD8
5990,2,4422,PCF514246
5991,4,4339,PCDE1D204
5992,4,4076,PC47B8825
5993,2,4708,PC82D2552
5994,2,4251,PCB30E45F
5995,2,4168,PCBC064F8
5996,2,4057,PC4B0DCD2
5997,2,4959,PC4A7B00C
5998,4,4271,PC28E44E2
5999,2,4297,PCDE89544
6000,2,4300,PC666483B
6001,2,4242,PCECC4DE2
6002,2,4659,PC5549650
6003,4,5009,PC70886EC
6004,2,4870,PC65485BB
6005,2,4974,PCDEB8E32
6006,2,4756,PC8AEC6E8
6007,4,4350,PCEDD7E85
6008,2,4900,PCFE8B604
6009,2,4784,PCDB42B34
6010,2,4815,PC19C02F1
6011,2,4947,PCE4A44BE
6012,2,4803,PC2BBEEDC
6013,2,4992,PCFF0FEB0
6014,2,4207,PC76EDF79
6015,2,4477,PCA857A23
6016,2,4587,PC576A3BA
6017,4,4160,PC6DC0ACF
6018,2,4788,PC00AE965
6019,2,4657,PCC591410
6020,2,4844,PCC48E3A8
6021,2,4183,PCF5E7754
6022,2,4369,PCD5CBB82
6023,2,4876,PCDFCFF53
6024,2,4757,PC126524C
6025,4,4340,PC3A6DBC9
6026,2,4558,PC575F591
6027,2,4078,PC8473A64
6028,4,4095,PC3E1512A
6029,2,4662,PCB2463CF
6030,2,4946,PCCF18BAF
6031,2,4984,PCBABF130
6032,2,4197,PCE32ED40
6033,2,4834,PCB228987
6034,4,4418,PCF6EECB2
6035,2,4906,PC3D58C5E
6036,2,4998,PCD9C5406
6037,4,4171,PC36C9AE8
6038,2,4130,PC9F22103
6039,2,4494,PC1592ACA
6040,2,4863,PCA8F9E50
