Rowid,Payment_type,Vehicle_code
2517,PTC,VCB43
2518,PTP,VCB43
2519,PTE,VCB43
2520,PTP,VCB43
2521,PTE,VC965
2522,PTP,VC965
2523,PTE,VC965
2524,PTE,VCB43
2525,PTC,VC965
2526,PTC,VC965
2527,PTE,VC965
2528,PTP,VC965
2529,PTE,VCB43
2530,PTP,VC965
2531,PTE,VCD2F
2532,PTP,VCD2F
2533,PTE,VC965
2534,PTE,VC965
2535,PTE,VC965
2536,PTC,VCB43
2537,PTE,VCB43
2538,PTP,VCD2F
2539,PTC,VC965
2540,PTC,VCB43
2541,PTC,VC965
2542,PTP,VC965
2543,PTE,VC965
2544,PTE,VCB43
2545,PTC,VC965
2546,PTE,VC965
2547,PTC,VC965
2548,PTP,VC965
2549,PTC,VC965
2550,PTC,VCB43
2551,PTC,VC965
2552,PTC,VCB43
2553,PTE,VC965
2554,PTE,VCD2F
2555,PTE,VC965
2556,PTC,VCB43
2557,PTE,VC965
2558,PTC,VC965
2559,PTE,VCD2F
2560,PTC,VCB43
2561,PTC,VCB43
2562,PTE,VC965
2563,PTP,VCB43
2564,PTC,VC965
2565,PTE,VC965
2566,PTP,VC965
2567,PTE,VC965
2568,PTP,VCB43
2569,PTC,VC965
2570,PTE,VC965
2571,PTP,VC965
2572,PTC,VCD2F
2573,PTP,VCD2F
2574,PTE,VCD2F
2575,PTP,VC965
2576,PTC,VC965
2577,PTE,VC965
2578,PTE,VC965
2579,PTC,VC965
2580,PTC,VC965
2581,PTP,VCD2F
2582,PTC,VC965
2583,PTE,VCB43
2584,PTE,VC965
2585,PTC,VC965
2586,PTP,VC965
2587,PTE,VC965
2588,PTE,VCB43
2589,PTP,VC965
2590,PTC,VC965
2591,PTP,VC965
2592,PTC,VC965
2593,PTE,VCD2F
2594,PTE,VCD2F
2595,PTP,VCB43
2596,PTP,VC965
2597,PTE,VCB43
2598,PTC,VC965
2599,PTP,VC965
2600,PTP,VC965
2601,PTC,VC965
2602,PTC,VC965
2603,PTP,VCB43
2604,PTC,VC965
2605,PTC,VCD2F
2606,PTE,VC965
2607,PTP,VC965
2608,PTC,VC965
2609,PTC,VC965
2610,PTE,VC965
2611,PTP,VCB43
2612,PTC,VC965
2613,PTE,VCD2F
2614,PTC,VC965
2615,PTP,VCB43
2616,PTC,VC965
2617,PTP,VC965
2618,PTE,VCB43
2619,PTP,VCB43
2620,PTE,VCB43
2621,PTC,VC965
2622,PTE,VC965
2623,PTC,VCD2F
2624,PTP,VC965
2625,PTC,VC965
2626,PTP,VC965
2627,PTE,VC965
2628,PTC,VC965
2629,PTP,VCB43
2630,PTC,VC965
2631,PTE,VC965
2632,PTP,VC965
2633,PTP,VCB43
2634,PTE,VC965
2635,PTC,VC965
2636,PTC,VC965
2637,PTE,VCD2F
2638,PTC,VCB43
2639,PTP,VC965
2640,PTP,VC965
2641,PTC,VC965
2642,PTE,VC965
2643,PTE,VC965
2644,PTP,VCD2F
2645,PTP,VC965
2646,PTP,VC965
2647,PTC,VCD2F
2648,PTP,VC965
2649,PTC,VC965
2650,PTC,VCD2F
2651,PTP,VC965
2652,PTE,VC965
2653,PTP,VCB43
2654,PTE,VCD2F
2655,PTE,VC965
2656,PTP,VC965
2657,PTC,VC965
2658,PTE,VC965
2659,PTP,VCB43
2660,PTP,VCB43
2661,PTP,VCD2F
2662,PTC,VCD2F
2663,PTP,VCB43
2664,PTP,VC965
2665,PTC,VC965
2666,PTE,VC965
2667,PTE,VCD2F
2668,PTP,VC965
2669,PTP,VC965
2670,PTC,VCB43
2671,PTE,VC965
2672,PTE,VCB43
2673,PTC,VC965
2674,PTE,VC965
2675,PTE,VC965
2676,PTE,VCD2F
2677,PTC,VC965
2678,PTE,VC965
2679,PTP,VCB43
2680,PTP,VC965
2681,PTE,VC965
2682,PTP,VCB43
2683,PTP,VC965
2684,PTE,VC965
2685,PTC,VCB43
2686,PTC,VC965
2687,PTE,VCB43
2688,PTC,VC965
2689,PTP,VCD2F
2690,PTP,VC965
2691,PTP,VCB43
2692,PTE,VCB43
2693,PTE,VCD2F
2694,PTE,VC965
2695,PTC,VC965
2696,PTC,VC965
2697,PTP,VC965
2698,PTE,VC965
2699,PTE,VC965
2700,PTP,VC965
2701,PTC,VC965
2702,PTP,VC965
2703,PTC,VC965
2704,PTC,VC965
2705,PTE,VC965
2706,PTC,VC965
2707,PTP,VC965
2708,PTP,VCD2F
2709,PTE,VC965
2710,PTE,VC965
2711,PTE,VC965
2712,PTP,VC965
2713,PTC,VC965
2714,PTP,VC965
2715,PTE,VCD2F
2716,PTP,VCB43
2717,PTP,VC965
2718,PTE,VC965
2719,PTE,VCB43
2720,PTE,VC965
2721,PTP,VC965
2722,PTP,VC965
2723,PTP,VC965
2724,PTE,VC965
2725,PTC,VC965
2726,PTP,VC965
2727,PTP,VC965
2728,PTE,VCB43
2729,PTP,VC965
2730,PTE,VC965
2731,PTC,VC965
2732,PTE,VC965
2733,PTP,VC965
2734,PTE,VC965
2735,PTC,VC965
2736,PTP,VC965
2737,PTP,VCB43
2738,PTC,VCD2F
2739,PTP,VC965
2740,PTP,VC965
2741,PTC,VC965
2742,PTE,VC965
2743,PTE,VC965
2744,PTC,VC965
2745,PTE,VCB43
2746,PTP,VC965
2747,PTP,VCB43
2748,PTP,VC965
2749,PTE,VC965
2750,PTP,VC965
2751,PTC,VCB43
2752,PTP,VCB43
2753,PTC,VC965
2754,PTP,VCB43
2755,PTE,VC965
2756,PTC,VCB43
2757,PTC,VC965
2758,PTC,VC965
2759,PTE,VCB43
2760,PTE,VCB43
2761,PTE,VC965
2762,PTE,VC965
2763,PTC,VC965
2764,PTC,VC965
2765,PTE,VC965
2766,PTE,VCD2F
2767,PTP,VCB43
2768,PTC,VC965
2769,PTE,VC965
2770,PTE,VC965
2771,PTE,VC965
2772,PTP,VCB43
2773,PTP,VC965
2774,PTE,VCB43
2775,PTP,VCB43
2776,PTP,VC965
2777,PTC,VC965
2778,PTE,VC965
2779,PTC,VC965
2780,PTE,VCB43
2781,PTP,VC965
2782,PTP,VC965
2783,PTE,VC965
2784,PTC,VCD2F
2785,PTP,VCD2F
2786,PTE,VC965
2787,PTC,VC965
2788,PTP,VCB43
2789,PTE,VCB43
2790,PTC,VC965
2791,PTC,VCB43
2792,PTP,VC965
2793,PTC,VC965
2794,PTE,VC965
2795,PTP,VC965
2796,PTP,VC965
2797,PTE,VC965
2798,PTP,VCB43
2799,PTC,VC965
2800,PTE,VC965
2801,PTE,VCB43
2802,PTP,VCD2F
2803,PTE,VCD2F
2804,PTE,VCB43
2805,PTC,VCB43
2806,PTE,VC965
2807,PTE,VC965
2808,PTE,VCB43
2809,PTC,VC965
2810,PTE,VCB43
2811,PTE,VC965
2812,PTC,VCD2F
2813,PTP,VC965
2814,PTP,VC965
2815,PTP,VC965
2816,PTE,VC965
2817,PTC,VC965
2818,PTC,VCB43
2819,PTP,VCB43
2820,PTE,VCB43
2821,PTP,VCD2F
2822,PTC,VCB43
2823,PTC,VC965
2824,PTE,VCB43
2825,PTC,VCB43
2826,PTE,VC965
2827,PTE,VCB43
2828,PTP,VC965
2829,PTE,VC965
2830,PTC,VC965
2831,PTC,VCD2F
2832,PTC,VC965
2833,PTP,VC965
2834,PTE,VCB43
2835,PTE,VC965
2836,PTE,VC965
2837,PTC,VCB43
2838,PTE,VCB43
2839,PTP,VC965
2840,PTC,VC965
2841,PTP,VC965
2842,PTC,VCB43
2843,PTE,VC965
2844,PTP,VCD2F
2845,PTE,VC965
2846,PTE,VC965
2847,PTP,VCD2F
2848,PTP,VCB43
2849,PTP,VC965
2850,PTE,VC965
2851,PTE,VC965
2852,PTP,VC965
2853,PTP,VCB43
2854,PTP,VC965
2855,PTP,VC965
2856,PTC,VC965
2857,PTE,VC965
2858,PTE,VC965
2859,PTC,VC965
2860,PTE,VCB43
2861,PTC,VC965
2862,PTP,VC965
2863,PTP,VC965
2864,PTP,VCD2F
2865,PTP,VCD2F
2866,PTP,VC965
2867,PTE,VC965
2868,PTP,VC965
2869,PTE,VC965
2870,PTP,VC965
2871,PTP,VCD2F
2872,PTC,VC965
2873,PTP,VC965
2874,PTP,VCD2F
2875,PTC,VC965
2876,PTC,VC965
2877,PTC,VC965
2878,PTE,VC965
2879,PTE,VC965
2880,PTP,VC965
2881,PTP,VCB43
2882,PTP,VC965
2883,PTE,VC965
2884,PTE,VC965
2885,PTP,VC965
2886,PTC,VCB43
2887,PTP,VC965
2888,PTE,VC965
2889,PTC,VCD2F
2890,PTP,VC965
2891,PTP,VCD2F
2892,PTE,VC965
2893,PTP,VC965
2894,PTE,VC965
2895,PTE,VC965
2896,PTC,VC965
2897,PTE,VCB43
2898,PTP,VC965
2899,PTE,VCB43
2900,PTC,VC965
2901,PTE,VC965
2902,PTE,VC965
2903,PTC,VC965
2904,PTC,VC965
2905,PTE,VC965
2906,PTE,VC965
2907,PTC,VC965
2908,PTE,VC965
2909,PTE,VC965
2910,PTP,VC965
2911,PTE,VCD2F
2912,PTE,VCD2F
2913,PTC,VC965
2914,PTP,VC965
2915,PTE,VC965
2916,PTP,VC965
2917,PTC,VCD2F
2918,PTP,VC965
2919,PTC,VCD2F
2920,PTP,VCB43
2921,PTP,VCB43
2922,PTE,VC965
2923,PTC,VCB43
2924,PTP,VCB43
2925,PTE,VC965
2926,PTP,VC965
2927,PTE,VC965
2928,PTP,VC965
2929,PTP,VC965
2930,PTP,VC965
2931,PTE,VCB43
2932,PTC,VC965
2933,PTP,VC965
2934,PTP,VC965
2935,PTE,VCB43
2936,PTC,VC965
2937,PTC,VC965
2938,PTE,VCD2F
2939,PTC,VC965
2940,PTP,VC965
2941,PTP,VCB43
2942,PTP,VCB43
2943,PTP,VCB43
2944,PTP,VC965
2945,PTC,VC965
2946,PTE,VC965
2947,PTC,VC965
2948,PTE,VCB43
2949,PTP,VCB43
2950,PTE,VC965
2951,PTP,VC965
2952,PTC,VC965
2953,PTE,VC965
2954,PTP,VC965
2955,PTE,VC965
2956,PTE,VCD2F
2957,PTE,VC965
2958,PTE,VC965
2959,PTC,VCD2F
2960,PTC,VC965
2961,PTP,VC965
2962,PTE,VC965
2963,PTP,VC965
2964,PTE,VC965
2965,PTE,VC965
2966,PTE,VCB43
2967,PTP,VC965
2968,PTE,VC965
2969,PTC,VC965
2970,PTE,VC965
2971,PTE,VC965
2972,PTC,VCB43
2973,PTC,VCD2F
2974,PTC,VC965
2975,PTP,VC965
2976,PTC,VC965
2977,PTC,VC965
2978,PTC,VC965
2979,PTP,VC965
2980,PTE,VC965
2981,PTC,VC965
2982,PTE,VC965
2983,PTC,VC965
2984,PTP,VC965
2985,PTE,VC965
2986,PTC,VC965
2987,PTP,VCB43
2988,PTE,VC965
2989,PTE,VCB43
2990,PTC,VC965
2991,PTP,VC965
2992,PTP,VCB43
2993,PTE,VC965
2994,PTP,VCB43
2995,PTC,VCD2F
2996,PTP,VC965
2997,PTP,VC965
2998,PTC,VCB43
2999,PTC,VC965
3000,PTC,VC965
3001,PTP,VC965
3002,PTC,VC965
3003,PTC,VC965
3004,PTC,VC965
3005,PTP,VCB43
3006,PTE,VC965
3007,PTE,VC965
3008,PTE,VCD2F
3009,PTC,VC965
3010,PTP,VC965
3011,PTP,VCD2F
3012,PTE,VCD2F
3013,PTP,VC965
3014,PTP,VC965
3015,PTP,VCB43
3016,PTE,VCD2F
3017,PTC,VCB43
3018,PTP,VCB43
3019,PTE,VC965
3020,PTP,VC965
3021,PTE,VCB43
3022,PTE,VCB43
3023,PTP,VCB43
3024,PTE,VCB43
3025,PTC,VCD2F
3026,PTE,VCD2F
3027,PTE,VC965
3028,PTP,VCB43
3029,PTE,VC965
3030,PTC,VC965
3031,PTE,VCB43
3032,PTC,VCD2F
3033,PTC,VC965
3034,PTP,VC965
3035,PTE,VC965
3036,PTE,VC965
3037,PTC,VC965
3038,PTP,VC965
3039,PTC,VCB43
3040,PTP,VCB43
3041,PTC,VC965
3042,PTC,VC965
3043,PTC,VC965
3044,PTC,VC965
3045,PTE,VCD2F
3046,PTC,VC965
3047,PTC,VC965
3048,PTP,VC965
3049,PTC,VC965
3050,PTE,VC965
3051,PTC,VC965
3052,PTC,VCD2F
3053,PTE,VC965
3054,PTE,VC965
3055,PTE,VC965
3056,PTP,VC965
3057,PTP,VC965
3058,PTP,VCD2F
3059,PTC,VCD2F
3060,PTC,VC965
3061,PTE,VC965
3062,PTP,VC965
3063,PTC,VCB43
3064,PTP,VC965
3065,PTC,VC965
3066,PTP,VCB43
3067,PTC,VC965
3068,PTE,VC965
3069,PTE,VCD2F
3070,PTE,VCB43
3071,PTP,VCB43
3072,PTE,VCB43
3073,PTP,VC965
3074,PTE,VCB43
3075,PTC,VCB43
3076,PTE,VCB43
3077,PTP,VC965
3078,PTC,VC965
3079,PTC,VC965
3080,PTP,VC965
3081,PTC,VCD2F
3082,PTE,VC965
3083,PTP,VCD2F
3084,PTP,VCD2F
3085,PTP,VC965
3086,PTC,VC965
3087,PTC,VC965
3088,PTP,VCD2F
3089,PTE,VC965
3090,PTP,VCD2F
3091,PTC,VC965
3092,PTE,VC965
3093,PTP,VCB43
3094,PTP,VC965
3095,PTE,VCD2F
3096,PTC,VC965
3097,PTC,VC965
3098,PTP,VCB43
3099,PTC,VC965
3100,PTC,VCB43
3101,PTC,VC965
3102,PTP,VCB43
3103,PTC,VC965
3104,PTP,VCB43
3105,PTC,VC965
3106,PTC,VCB43
3107,PTE,VC965
3108,PTC,VC965
3109,PTE,VCB43
3110,PTP,VCB43
3111,PTC,VCB43
3112,PTE,VC965
3113,PTE,VC965
3114,PTC,VC965
3115,PTP,VCD2F
3116,PTC,VC965
3117,PTP,VC965
3118,PTC,VC965
3119,PTE,VC965
3120,PTE,VC965
3121,PTC,VCB43
3122,PTP,VCB43
3123,PTP,VCD2F
3124,PTP,VC965
3125,PTP,VC965
3126,PTP,VC965
3127,PTE,VC965
3128,PTE,VC965
3129,PTE,VCB43
3130,PTC,VCB43
3131,PTP,VC965
3132,PTC,VCB43
3133,PTC,VC965
3134,PTC,VCD2F
3135,PTC,VC965
3136,PTE,VCB43
3137,PTE,VCB43
3138,PTE,VC965
3139,PTE,VCB43
3140,PTP,VCB43
3141,PTE,VC965
3142,PTE,VCB43
3143,PTC,VCB43
3144,PTE,VC965
3145,PTC,VC965
3146,PTP,VC965
3147,PTP,VC965
3148,PTP,VC965
3149,PTE,VC965
3150,PTP,VC965
3151,PTE,VC965
3152,PTC,VCB43
3153,PTE,VC965
3154,PTC,VCB43
3155,PTC,VC965
3156,PTE,VCB43
3157,PTE,VC965
3158,PTE,VC965
3159,PTC,VC965
3160,PTP,VC965
3161,PTE,VCB43
3162,PTP,VC965
3163,PTP,VC965
3164,PTE,VCB43
3165,PTC,VC965
3166,PTP,VC965
3167,PTE,VCD2F
3168,PTE,VC965
3169,PTC,VC965
3170,PTC,VCB43
3171,PTE,VC965
3172,PTP,VCB43
3173,PTC,VC965
3174,PTE,VCB43
3175,PTP,VC965
3176,PTC,VCB43
3177,PTC,VCD2F
3178,PTP,VC965
3179,PTE,VC965
3180,PTE,VC965
3181,PTC,VC965
3182,PTE,VCB43
3183,PTE,VC965
3184,PTE,VC965
3185,PTC,VC965
3186,PTP,VC965
3187,PTC,VC965
3188,PTP,VC965
3189,PTP,VC965
3190,PTC,VC965
3191,PTC,VC965
3192,PTC,VC965
3193,PTE,VC965
3194,PTC,VC965
3195,PTC,VC965
3196,PTC,VCB43
3197,PTC,VC965
3198,PTC,VC965
3199,PTC,VC965
3200,PTE,VCB43
3201,PTP,VCB43
3202,PTE,VC965
3203,PTE,VCB43
3204,PTP,VC965
3205,PTC,VC965
3206,PTC,VCB43
3207,PTC,VC965
3208,PTE,VCB43
3209,PTP,VC965
3210,PTE,VC965
3211,PTP,VC965
3212,PTE,VCD2F
3213,PTP,VC965
3214,PTE,VC965
3215,PTE,VCB43
3216,PTC,VC965
3217,PTC,VC965
3218,PTE,VCB43
3219,PTC,VC965
3220,PTE,VCD2F
3221,PTP,VC965
3222,PTC,VC965
3223,PTE,VC965
3224,PTP,VC965
3225,PTP,VC965
3226,PTE,VC965
3227,PTC,VCD2F
3228,PTE,VCB43
3229,PTE,VC965
3230,PTP,VC965
3231,PTC,VCB43
3232,PTC,VC965
3233,PTC,VC965
3234,PTC,VCD2F
3235,PTC,VC965
3236,PTP,VC965
3237,PTP,VC965
3238,PTC,VC965
3239,PTC,VC965
3240,PTC,VCB43
3241,PTE,VC965
3242,PTP,VC965
3243,PTP,VC965
3244,PTP,VC965
3245,PTP,VC965
3246,PTE,VCB43
3247,PTE,VCB43
3248,PTP,VCB43
3249,PTE,VCD2F
3250,PTE,VC965
3251,PTP,VC965
3252,PTP,VCB43
3253,PTP,VC965
3254,PTE,VC965
3255,PTP,VC965
3256,PTE,VC965
3257,PTC,VC965
3258,PTC,VC965
3259,PTP,VCD2F
3260,PTE,VC965
3261,PTE,VCB43
3262,PTE,VCB43
3263,PTC,VCB43
3264,PTP,VCD2F
3265,PTC,VCB43
3266,PTP,VC965
3267,PTE,VCB43
3268,PTE,VCB43
3269,PTC,VC965
3270,PTC,VC965
3271,PTC,VC965
3272,PTE,VC965
3273,PTP,VC965
3274,PTC,VC965
3275,PTC,VC965
3276,PTE,VC965
3277,PTC,VCD2F
3278,PTE,VCB43
3279,PTP,VC965
3280,PTE,VC965
3281,PTE,VC965
3282,PTC,VC965
3283,PTC,VC965
3284,PTP,VCD2F
3285,PTP,VCB43
3286,PTC,VC965
3287,PTE,VC965
3288,PTP,VC965
3289,PTP,VCD2F
3290,PTC,VCB43
3291,PTP,VCB43
3292,PTP,VC965
3293,PTP,VC965
3294,PTE,VCB43
3295,PTP,VC965
3296,PTE,VCD2F
3297,PTP,VC965
3298,PTC,VCD2F
3299,PTP,VC965
3300,PTP,VCD2F
3301,PTE,VC965
3302,PTP,VCB43
3303,PTC,VC965
3304,PTC,VC965
3305,PTP,VC965
3306,PTP,VC965
3307,PTC,VCB43
3308,PTE,VC965
3309,PTP,VC965
3310,PTE,VC965
3311,PTC,VCD2F
3312,PTP,VCB43
3313,PTE,VCD2F
3314,PTC,VCD2F
3315,PTE,VCB43
3316,PTE,VC965
3317,PTC,VCB43
3318,PTE,VC965
3319,PTC,VCD2F
3320,PTP,VC965
3321,PTC,VC965
3322,PTE,VC965
3323,PTE,VCB43
3324,PTE,VC965
3325,PTP,VCB43
3326,PTE,VC965
3327,PTP,VC965
3328,PTE,VC965
3329,PTC,VC965
3330,PTP,VCD2F
3331,PTE,VC965
3332,PTE,VCB43
3333,PTC,VCB43
3334,PTE,VC965
3335,PTP,VC965
3336,PTE,VC965
3337,PTP,VC965
3338,PTC,VCB43
3339,PTC,VCB43
3340,PTE,VC965
3341,PTC,VC965
3342,PTE,VC965
3343,PTE,VC965
3344,PTC,VCB43
3345,PTC,VC965
3346,PTC,VC965
3347,PTC,VC965
3348,PTE,VCB43
3349,PTC,VC965
3350,PTC,VCB43
3351,PTP,VCB43
3352,PTE,VC965
3353,PTE,VC965
3354,PTE,VC965
3355,PTC,VC965
3356,PTE,VC965
3357,PTE,VC965
3358,PTE,VC965
3359,PTP,VC965
3360,PTP,VC965
3361,PTC,VC965
3362,PTE,VC965
3363,PTC,VC965
3364,PTE,VC965
3365,PTE,VC965
3366,PTC,VC965
3367,PTP,VCD2F
3368,PTC,VCB43
3369,PTE,VC965
3370,PTE,VC965
3371,PTC,VC965
3372,PTE,VCD2F
3373,PTP,VC965
3374,PTP,VCD2F
3375,PTP,VC965
3376,PTC,VCB43
3377,PTC,VCD2F
3378,PTE,VC965
3379,PTC,VCB43
3380,PTC,VC965
3381,PTP,VCB43
3382,PTE,VC965
3383,PTE,VCB43
3384,PTP,VC965
3385,PTE,VC965
3386,PTP,VC965
3387,PTC,VC965
3388,PTC,VCB43
3389,PTC,VCB43
3390,PTE,VC965
3391,PTE,VC965
3392,PTE,VC965
3393,PTC,VC965
3394,PTE,VCD2F
3395,PTP,VC965
3396,PTC,VCB43
3397,PTC,VCB43
3398,PTC,VCD2F
3399,PTE,VC965
3400,PTC,VCB43
3401,PTE,VC965
3402,PTE,VCB43
3403,PTC,VC965
3404,PTC,VCD2F
3405,PTE,VC965
3406,PTC,VCB43
3407,PTP,VC965
3408,PTC,VCB43
3409,PTE,VCB43
3410,PTE,VC965
3411,PTP,VC965
3412,PTP,VC965
3413,PTP,VCB43
3414,PTC,VC965
3415,PTC,VCD2F
3416,PTP,VC965
3417,PTP,VCB43
3418,PTC,VC965
3419,PTP,VC965
3420,PTE,VCD2F
3421,PTC,VC965
3422,PTE,VC965
3423,PTC,VC965
3424,PTP,VC965
3425,PTP,VC965
3426,PTP,VCB43
3427,PTE,VCB43
3428,PTE,VC965
3429,PTP,VCB43
3430,PTE,VC965
3431,PTE,VC965
3432,PTE,VCD2F
3433,PTC,VCD2F
3434,PTE,VC965
3435,PTC,VC965
3436,PTE,VC965
3437,PTP,VC965
3438,PTP,VCD2F
3439,PTP,VC965
3440,PTC,VCB43
3441,PTC,VC965
3442,PTE,VC965
3443,PTC,VC965
3444,PTP,VCD2F
3445,PTP,VC965
3446,PTC,VCB43
3447,PTC,VC965
3448,PTP,VC965
3449,PTE,VCD2F
3450,PTC,VC965
3451,PTE,VC965
3452,PTE,VC965
3453,PTC,VC965
3454,PTE,VC965
3455,PTP,VC965
3456,PTE,VCB43
3457,PTC,VC965
3458,PTC,VCD2F
3459,PTE,VCB43
3460,PTE,VCB43
3461,PTE,VCB43
3462,PTE,VCD2F
3463,PTP,VC965
3464,PTP,VC965
3465,PTE,VC965
3466,PTE,VCB43
3467,PTC,VCB43
3468,PTE,VC965
3469,PTP,VC965
3470,PTP,VC965
3471,PTE,VC965
3472,PTP,VC965
3473,PTC,VC965
3474,PTC,VC965
3475,PTE,VCB43
3476,PTP,VC965
3477,PTE,VC965
3478,PTP,VC965
3479,PTC,VC965
3480,PTP,VC965
3481,PTC,VC965
3482,PTC,VC965
3483,PTP,VCB43
3484,PTE,VC965
3485,PTC,VC965
3486,PTC,VCB43
3487,PTP,VCB43
3488,PTP,VC965
3489,PTC,VC965
3490,PTE,VCD2F
3491,PTP,VCB43
3492,PTP,VC965
3493,PTE,VCB43
3494,PTC,VC965
3495,PTE,VC965
3496,PTE,VCB43
3497,PTP,VC965
3498,PTE,VCD2F
3499,PTP,VC965
3500,PTC,VC965
3501,PTE,VC965
3502,PTC,VC965
3503,PTP,VCB43
3504,PTE,VCB43
3505,PTP,VC965
3506,PTC,VCD2F
3507,PTC,VCB43
3508,PTP,VC965
3509,PTC,VC965
3510,PTE,VC965
3511,PTE,VCB43
3512,PTE,VCB43
3513,PTE,VCB43
3514,PTC,VC965
3515,PTE,VC965
3516,PTE,VC965
3517,PTP,VC965
3518,PTP,VC965
3519,PTE,VC965
3520,PTP,VCB43
3521,PTC,VC965
3522,PTE,VC965
3523,PTE,VCB43
3524,PTE,VC965
3525,PTP,VC965
3526,PTE,VCD2F
3527,PTP,VCD2F
3528,PTP,VC965
3529,PTE,VC965
3530,PTP,VC965
3531,PTC,VC965
3532,PTP,VC965
3533,PTE,VC965
3534,PTE,VC965
3535,PTE,VC965
3536,PTE,VC965
3537,PTP,VC965
3538,PTE,VCB43
3539,PTP,VC965
3540,PTE,VCB43
3541,PTE,VC965
3542,PTP,VC965
3543,PTC,VC965
3544,PTE,VC965
3545,PTC,VCB43
3546,PTP,VC965
3547,PTP,VCB43
3548,PTE,VCD2F
3549,PTP,VCB43
3550,PTC,VCB43
3551,PTC,VC965
3552,PTC,VCB43
3553,PTE,VCB43
3554,PTE,VC965
3555,PTE,VC965
3556,PTC,VCD2F
3557,PTP,VCD2F
3558,PTP,VC965
3559,PTC,VC965
3560,PTP,VCB43
3561,PTC,VC965
3562,PTC,VC965
3563,PTE,VC965
3564,PTP,VCD2F
3565,PTE,VC965
3566,PTC,VC965
3567,PTP,VCB43
3568,PTE,VC965
3569,PTC,VC965
3570,PTC,VC965
3571,PTP,VC965
3572,PTP,VC965
3573,PTP,VC965
3574,PTC,VC965
3575,PTC,VC965
3576,PTE,VCB43
3577,PTP,VCB43
3578,PTC,VC965
3579,PTP,VC965
3580,PTE,VCB43
3581,PTE,VC965
3582,PTE,VC965
3583,PTE,VC965
3584,PTE,VC965
3585,PTP,VC965
3586,PTP,VCB43
3587,PTE,VC965
3588,PTE,VC965
3589,PTP,VC965
3590,PTP,VC965
3591,PTC,VC965
3592,PTP,VC965
3593,PTE,VC965
3594,PTE,VC965
3595,PTE,VCB43
3596,PTE,VC965
3597,PTP,VCB43
3598,PTP,VCD2F
3599,PTE,VCD2F
3600,PTE,VC965
3601,PTC,VC965
3602,PTC,VC965
3603,PTP,VC965
3604,PTE,VCD2F
3605,PTP,VC965
3606,PTP,VC965
3607,PTP,VCB43
3608,PTE,VCB43
3609,PTC,VC965
3610,PTP,VC965
3611,PTC,VCD2F
3612,PTC,VC965
3613,PTE,VC965
3614,PTE,VC965
3615,PTE,VCB43
3616,PTC,VCB43
3617,PTC,VC965
3618,PTE,VC965
3619,PTC,VC965
3620,PTE,VC965
3621,PTP,VC965
3622,PTE,VCB43
3623,PTC,VCB43
3624,PTP,VCB43
3625,PTE,VCD2F
3626,PTE,VCB43
3627,PTC,VC965
3628,PTE,VC965
3629,PTP,VCB43
3630,PTC,VC965
3631,PTE,VCB43
3632,PTP,VC965
3633,PTC,VC965
3634,PTP,VC965
3635,PTP,VC965
3636,PTC,VC965
3637,PTC,VC965
3638,PTP,VC965
3639,PTP,VC965
3640,PTP,VC965
3641,PTC,VCB43
3642,PTP,VC965
3643,PTP,VCB43
3644,PTC,VCB43
3645,PTE,VC965
3646,PTE,VCB43
3647,PTP,VC965
3648,PTE,VCD2F
3649,PTC,VCD2F
3650,PTC,VC965
3651,PTC,VC965
3652,PTC,VCB43
3653,PTE,VC965
3654,PTC,VC965
3655,PTC,VC965
3656,PTE,VC965
3657,PTC,VC965
3658,PTC,VC965
3659,PTP,VC965
3660,PTC,VCD2F
3661,PTC,VCB43
3662,PTE,VC965
3663,PTE,VC965
3664,PTP,VC965
3665,PTC,VC965
3666,PTP,VC965
3667,PTP,VC965
3668,PTE,VC965
3669,PTC,VC965
3670,PTE,VC965
3671,PTC,VCB43
3672,PTE,VCB43
3673,PTP,VC965
3674,PTE,VCD2F
3675,PTP,VCB43
3676,PTE,VC965
3677,PTP,VC965
3678,PTP,VC965
3679,PTP,VC965
3680,PTP,VC965
3681,PTC,VCD2F
3682,PTC,VC965
3683,PTE,VC965
3684,PTP,VC965
3685,PTP,VCB43
3686,PTC,VC965
3687,PTC,VC965
3688,PTE,VC965
3689,PTC,VC965
3690,PTE,VC965
3691,PTC,VC965
3692,PTE,VC965
3693,PTE,VC965
3694,PTC,VCD2F
3695,PTP,VC965
3696,PTP,VC965
3697,PTP,VC965
3698,PTE,VCD2F
3699,PTC,VC965
3700,PTE,VC965
3701,PTE,VC965
3702,PTC,VCB43
3703,PTE,VC965
3704,PTE,VCB43
3705,PTP,VC965
3706,PTP,VC965
3707,PTC,VC965
3708,PTE,VC965
3709,PTE,VCB43
3710,PTE,VC965
3711,PTE,VC965
3712,PTE,VCB43
3713,PTE,VCB43
3714,PTC,VCD2F
3715,PTP,VC965
3716,PTC,VC965
3717,PTC,VCD2F
3718,PTP,VC965
3719,PTP,VC965
3720,PTC,VC965
3721,PTP,VC965
3722,PTP,VC965
3723,PTC,VC965
3724,PTE,VC965
3725,PTP,VC965
3726,PTE,VC965
3727,PTE,VC965
3728,PTE,VCD2F
3729,PTE,VCB43
3730,PTP,VC965
3731,PTE,VC965
3732,PTE,VC965
3733,PTE,VCB43
3734,PTE,VC965
3735,PTE,VCB43
3736,PTE,VC965
3737,PTC,VC965
